,songs_names,songs_ids,artists_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
168,Between Two Stars,6Jg4ZM9AlhJuClKekGvNCf,Sava Sol,0.215,0.188,10,-23.621,0,0.0424,0.867,0.922,0.112,0.0333,68.645
169,Through the Clouds,1X7LSmnbdnCL3gOfMWLmt7,By Lotus,0.156,0.199,9,-21.129,0,0.0488,0.958,0.825,0.0846,0.0393,66.798
170,The Space Between Us,6PyEQZpOdshy4qkGa8TLfa,Amaranth Cove,0.183,0.12,1,-21.433,1,0.0384,0.748,0.885,0.105,0.0453,99.01
171,A Fighting Chance,00ak5WSrRYU0oPhh1oGr9f,Trevor Kowalski,0.0861,0.18,7,-21.121,0,0.0441,0.824,0.954,0.123,0.0383,68.999
172,Derelict Storms,0U2ZdtWf1nJACeQYnOT6Gf,Ageena,0.256,0.0254,0,-28.658,1,0.0436,0.975,0.922,0.0844,0.0805,119.974
173,Sweetness,2mSyIYh8RWxXzeKh69PxpR,Diminuendo,0.134,0.0913,4,-16.059,0,0.0416,0.976,0.956,0.101,0.0353,82.057
174,Lullaby Beach,2QFkozObCVLKtv8AX26yhY,Rand Aldo,0.25,0.175,7,-19.153,1,0.0321,0.9,0.814,0.118,0.0476,89.86
175,Soothing Nature,7BH1vRAghPQv4zN9VK8WQT,Spirits Of Our Dreams,0.449,0.262,5,-15.118,1,0.0323,0.937,0.87,0.0938,0.0487,78.075
176,Kyoto,0SEmfr0lcljA3KFZtAxto4,Kumbhaka,0.151,0.0244,6,-32.248,0,0.04,0.98,0.912,0.11,0.0358,65.585
177,The Golden Path,4Yfx8KnmfYaNr58SVLV4QY,Kumbhaka,0.121,0.138,8,-23.743,1,0.0603,0.735,0.831,0.0864,0.0332,66.373
178,Parts of Reality,72lTBttLvsJ7FXLhualmIN,Moon Laika,0.164,0.00501,10,-36.52,0,0.0445,0.99,0.774,0.0882,0.0362,130.417
179,One Simple Day,72m4yj70tdBd95AumCShfr,Pierre Koenigs,0.396,0.104,3,-19.282,1,0.0327,0.971,0.931,0.112,0.146,80.002
180,Kvikkjokk,5fqtStRCkILhIDMdQFyg9K,Ström,0.195,0.239,9,-17.854,0,0.0394,0.706,0.912,0.11,0.0353,68.622
181,Nog een nacht,6BWqIj8dGln3EDBRnBNXuW,Niel Hupkes,0.159,0.0159,2,-30.217,1,0.0363,0.99,0.912,0.108,0.0459,60.46
182,Close Your Eyes,2JKTufHV78tTDTPg4r8SWx,Josep Alba,0.0925,0.155,9,-20.176,1,0.0416,0.951,0.891,0.104,0.04,71.217
183,Balm,72AAhY5SK8st0JesjZhWuG,William Edessa,0.18,0.153,0,-21.768,1,0.0492,0.996,0.784,0.07,0.0414,129.737
184,I Know You're Here,15IzXs0Oln8qBHIJUYLSzM,Everlight,0.193,0.176,4,-22.795,0,0.0411,0.949,0.929,0.108,0.069,73.029
185,Relaxation,7xD5j8ZCGDAPTTH5EfAVRf,Yolta,0.281,0.0197,1,-21.443,1,0.0353,0.951,0.889,0.108,0.039,135.488
186,Slumbering,7G93PdOrq65MM44MULk4LF,Mindful Eclipse,0.213,0.0153,8,-26.337,1,0.0386,0.923,0.922,0.111,0.0823,71.978
187,Cosmos,211l6gKeErP58kN2gvzuQZ,Tejal Yann,0.157,0.151,4,-24.236,1,0.0424,0.992,0.969,0.17,0.0379,62.781
188,legacy,4EWCM7S4DAtpSJ0BOiM9LK,node: project,0.0787,0.0286,0,-27.679,1,0.0469,0.945,0.952,0.112,0.117,185.948
189,Deep Healing,7gcBSI6Mct6bp2rmjauJ4B,Calma,0.164,0.0849,7,-23.566,0,0.0328,0.903,0.909,0.13,0.0324,86.967
190,Wild Soul,0PSoQovKUDaVl7TBVGAmt4,The Aural Healer,0.0644,0.2,9,-21.546,1,0.0421,0.977,0.724,0.0899,0.0385,64.336
191,Polar Drone,6SxcRJNPDlwiciVkzxu0oC,Binaural Landscapes,0.154,0.046,9,-33.115,0,0.0478,0.921,0.754,0.107,0.0342,76.256
192,Mandala,1aeKotbZ2wBYuOspDawtwo,Lhokanda,0.143,0.155,3,-21.899,1,0.0413,0.988,0.74,0.109,0.0389,146.503
193,Leaving Port,4Qaa8G7prYX6W6XHGq0OIw,Shiroishi,0.175,0.00786,7,-30.964,1,0.0487,0.975,0.965,0.11,0.0381,79.893
194,Mr Sandman,57C3Ba9fX8hbaK90VzOQYL,Dreamscaper,0.123,0.00771,1,-34.938,1,0.0574,0.992,0.825,0.101,0.0661,71.13
195,Kohobodi Boy,4x4uXEc4LzgBMNu1MJGz6Y,Daniel Kadawatha,0.349,0.286,4,-17.224,1,0.0296,0.939,0.89,0.352,0.0818,79.947
196,Cotton Spheres,10PRcEnKj8J3m13s1wvjiI,Lama House,0.33,0.395,0,-13.337,1,0.0306,0.912,0.947,0.107,0.0398,112.799
197,Lyrebird,72mDETn3Ba8yVewAcqnlqQ,Keira Conlon,0.232,0.00449,1,-34.69,0,0.0375,0.994,0.852,0.0705,0.0988,73.356
198,Éjszakai,2qHGPanT2ux9hwZDbmPr8t,Vas Bela,0.201,0.00272,10,-35.169,1,0.041,0.987,0.879,0.116,0.0992,68.22
199,No me despiertes,3CkHOquzU3g6ekoYiuo5Fo,Artura Ponce Valles,0.203,0.00588,5,-34.66,1,0.0391,0.99,0.829,0.118,0.0418,69.468
200,Un rêve merveilleux,2P05XZMM1Yg3ENIzCEanAj,Octave Rivière,0.0951,0.00524,0,-37.806,1,0.0444,0.992,0.898,0.0703,0.0917,86.819
201,Nocturne,68kWt9VWUD62Ga664SDCiz,Sven Stierna,0.325,0.0101,5,-27.038,1,0.0419,0.996,0.94,0.107,0.2,65.344
202,A Message of Hope,4B3sBWHD5rfWtkXCdYwrFq,Elise Magnefold,0.24,0.0593,2,-24.634,1,0.0341,0.968,0.868,0.183,0.0907,79.792
203,Morning Haze,6C6joxj0BbyQUJWBpNv4Fc,Blissful Heaven,0.0686,0.0544,11,-25.561,1,0.0446,0.936,0.955,0.0976,0.0398,70.535
204,White Waves,76hDUyI5Avauy1nCOEaruh,Lama House,0.105,0.175,0,-17.957,1,0.0333,0.714,0.899,0.118,0.0595,85.304
205,Midsummer Sun,6xxMpIFpWFlrCba55NU0e1,Louis Debreaux,0.152,0.045,0,-25.326,1,0.0395,0.935,0.842,0.111,0.039,73.323
206,Cold Spring,1WwjE3IGXk54dNBRKZAXz3,"Kyle McEvoy,Sunshine Recorder",0.377,0.11,0,-23.408,1,0.0316,0.873,0.857,0.0991,0.107,70.01
207,My Paradise,4FqRXEGuyM0YfpdtvecUgv,Clay Edwards,0.187,0.0405,2,-27.446,1,0.0406,0.986,0.859,0.0765,0.0522,63.65
208,Philadelphia Shore,1dCJ7AFJVbt8dVTLdsSswV,Mind Explorer,0.359,0.0337,0,-25.797,1,0.0386,0.964,0.774,0.0963,0.0875,88.901
209,Saman Aftur,3CSHq4I9SPxE2AmNsW4Riz,Elvar Arngrimsson,0.337,0.178,2,-18.206,1,0.0311,0.954,0.813,0.0853,0.0425,89.935
210,Somnolence,2T9BgAmZQT2dLqllKA5UPj,Zak Brady,0.165,0.00847,9,-33.25,1,0.0419,0.982,0.863,0.0983,0.0431,71.749
211,View From Above,2Fgxj9FxFj8GWxjWMMYNve,Kotono Tanaka,0.199,0.0362,9,-23.858,0,0.0348,0.883,0.913,0.0854,0.0397,91.954
212,Persistent,1YRE1YKj2UIRdq2zT8PLNY,Permaculti,0.357,0.043,1,-24.968,1,0.0373,0.911,0.899,0.111,0.0385,79.991
213,Wild Trails,2urxHALnoeVxG82o57q0ny,Epi-Soothe,0.213,0.233,4,-14.347,1,0.0289,0.742,0.881,0.149,0.0378,94.94
214,Fallen Angel,2fY0h2kqMZ3m9cd3XmQ493,12dust,0.472,0.0671,4,-18.827,0,0.0389,0.972,0.832,0.111,0.0749,119.87
215,Pyramid Train,5TZdub1bKTE2XEaBEQDUil,Cora Zea,0.522,0.094,1,-21.143,1,0.0283,0.989,0.906,0.11,0.0677,76.011
216,Timeless,2dqeTHHeyLioSSCn9L3xbc,Orchestrate the Universe,0.558,0.263,6,-18.289,0,0.0341,0.994,0.941,0.11,0.0523,111.364
217,Rojo,2JRWjR3mlXJBg3uZwDPmBx,Sebastián Escofet,0.0917,0.0429,6,-26.934,0,0.0407,0.83,0.929,0.0853,0.0864,173.949
218,The Discovery,5NKK0t7lYlyDsT5auDYKmq,Sulfur Springs,0.414,0.127,0,-22.097,1,0.0383,0.827,0.822,0.0919,0.0354,130.021
219,I Promise,1XH3miXC6EsroQKHct8ygN,Gary Koepp,0.1,0.023,9,-30.496,1,0.0393,0.98,0.897,0.0857,0.164,177.564
220,Another Mellow Morning,3Zo7qbx3AaRTfQBzrcYwy8,Spirits Of Our Dreams,0.395,0.0901,0,-22.02,1,0.04,0.988,0.843,0.113,0.0914,90.913
221,Cut to Now,7fLBHyfBAYbLGBixcNhpZX,Lists,0.463,0.312,1,-14.647,1,0.0252,0.851,0.737,0.105,0.0985,94.019
222,Grateful,05iwmG7u1JEo0MMZ2XEoIq,NREM,0.408,0.0241,4,-31.974,1,0.04,0.992,0.959,0.111,0.0373,138.066
223,Path to Serenity,6FI69Qkt6C2yBTVLC8zq34,Arya Shae,0.134,0.0601,7,-19.866,1,0.0352,0.961,0.869,0.109,0.0388,73.855
224,Lidkoeb,6BglsmeY61EWuv31pqZz4i,Amparo,0.544,0.292,7,-14.367,1,0.0327,0.845,0.856,0.126,0.152,120.058
225,Where The Street End,4hc6B7G97DoU45u5lYsoZ8,Alpine Sun,0.269,0.0188,10,-32.266,1,0.0328,0.982,0.916,0.205,0.0949,74.942
226,Hushed Premonition,5p3moUVU9JBeuj67GmZjSZ,amabilla stills,0.389,0.263,4,-15.645,1,0.029,0.824,0.879,0.0908,0.0354,95.023
227,Flowing Leaves,2dxQ8RJA85bwrG6QFkYaRc,Benjamin Martins,0.172,0.0862,9,-24.361,1,0.0327,0.684,0.979,0.187,0.143,78.283
228,Clear Sight,3yysdYfVj1PwFxYi3Zgpw4,The Tides,0.339,0.215,1,-12.762,0,0.0384,0.0133,0.81,0.128,0.162,116.035
229,Intermission,6BXlFjJouW6ugTjeORRYHm,Paul Dennehy,0.26,0.0313,5,-26.291,1,0.039,0.988,0.876,0.0854,0.0599,81.774
230,Habitual Words,792Idvt1lZHSBcPjl4MEVl,"Kyle McEvoy,Deeb",0.551,0.191,3,-13.755,0,0.0338,0.86,0.905,0.142,0.114,80.004
231,Daydreaming,3YLOJL7XiGnWHK8bUySote,Leon White,0.116,0.0145,1,-29.218,1,0.0377,0.978,0.924,0.109,0.0737,87.329
232,Emancipation,4xxIMjx6sNmRgJx7fJ7ihg,Helios,0.241,0.0152,0,-23.109,1,0.0401,0.992,0.922,0.111,0.0839,73.218
233,First Breath,1JOwulZA39X5su0EiBb6J6,Ella Drake,0.113,0.158,1,-19.807,0,0.0492,0.987,0.934,0.109,0.0814,75.22
234,State of Calm,5SSNWUsRXDXVJ0zJdBy9IG,Spheres,0.148,0.0195,5,-27.494,1,0.039,0.854,0.953,0.118,0.0367,69.849
235,Rachael Or Pris,52tvffLe50EKvIznL67HnT,Threading Hair,0.216,0.196,5,-16.989,1,0.0371,0.86,0.892,0.0969,0.0814,99.767
236,Dakota,7pR7yPgbYcipmTUHT5g68p,Sheltered Solitude,0.236,0.257,9,-16.112,1,0.0339,0.838,0.83,0.112,0.153,137.626
237,From The Horizon,4Wk9NDOcjHMSDcnKnVfLvb,Degravitated,0.172,0.0113,11,-34.925,1,0.0464,0.977,0.82,0.0818,0.161,115.047
238,Tsubaki Bonfire,3rfQluHSsE4X0FOWQTgx6A,Cora Zea,0.332,0.205,4,-16.502,1,0.0369,0.892,0.876,0.109,0.133,119.971
239,Everything Must Go (Frank Collage),2BY40RfMfBavzsjiTfbow3,Keegan DeWitt,0.523,0.366,9,-14.147,1,0.0269,0.964,0.876,0.0898,0.23,108.023
240,Relaxation,3hUEPSBw46jDj07dPhY5pA,Diamond Mountain,0.211,0.0317,0,-23.873,1,0.0345,0.954,0.928,0.101,0.0376,99.718
241,Sarek,7tN9gRPc8eYR9mS5cQsV0M,Laponia,0.27,0.0181,10,-28.839,1,0.0372,0.986,0.939,0.127,0.102,61.539
242,Interstellar,4MGGK38wotU544Uq9ouZvW,Escape Velocity,0.0873,0.105,4,-21.32,1,0.0345,0.9,0.719,0.0933,0.0408,83.221
243,Wandering,3DSmKmCgRH7vSmdZXBbH4P,Jars Of Bees,0.215,0.128,0,-19.407,1,0.0409,0.721,0.941,0.0862,0.0829,139.983
244,How Your Heart Sings,2aCsZCeT8P9MULklOrNHJH,Made Of Gold,0.441,0.0968,7,-22.731,1,0.0313,0.982,0.921,0.11,0.0682,95.405
245,Sacred Space,6ggxMbfhZ5NNLghTUMdz3a,Young Marco,0.666,0.133,5,-15.747,0,0.0367,0.939,0.925,0.154,0.116,131.962
246,Morning Star,1fOyt0L0F36ldpcAcS4dpM,Rubycon Sunset,0,0.105,2,-19.726,1,0,0.823,0.968,0.137,0,0
247,Halcyon,4DkgaBjJfrfavy1bWQb6vf,William Duhamel,0.187,0.0754,4,-21.181,1,0.0408,0.977,0.943,0.113,0.185,71.329
248,glass house,5SP4NANOzKAzWDStzliHFk,"oh, the joy.",0.463,0.064,3,-24.696,1,0.0333,0.993,0.846,0.143,0.133,96.964
249,Suhpratti,4A6C6K8c8IukPda2f0rI8J,Parazal,0.564,0.0515,11,-15.118,0,0.0338,0.974,0.765,0.114,0.214,93.961
250,Suburst Lullaby,0dPCywLeTpr5y7c8wIjK35,After Crescendo,0.215,0.158,0,-19.786,1,0.037,0.939,0.915,0.111,0.064,70.766
251,Morning Reflection,444EJ06sxk2RAyemHmO5OM,Mikael Robbins,0.211,0.277,7,-20.771,1,0.0448,0.728,0.904,0.11,0.0341,73.766
252,Gemini,20jRI6d4thOqdem7b3OBGm,Melchior Woo,0.231,0.0387,2,-21.759,1,0.0411,0.962,0.77,0.113,0.0755,70.213
253,Escaping Time,7JrSIPcfkWhDzxWII8Jz7V,Benjamin Martins,0.32,0.256,10,-17.98,1,0.0445,0.64,0.862,0.112,0.191,115.011
254,A Shade of Steam,0wpRLs9YguxI7en46ke3yZ,Sight of Wonders,0.395,0.111,4,-16.955,0,0.033,0.953,0.973,0.105,0.0509,72.003
255,Lifandi Heimur,5d8dRlfaVweMxNguLyVxne,Elvar Arngrimsson,0.256,0.0368,4,-25.343,1,0.0429,0.319,0.684,0.112,0.0837,120.049
256,Crystal Caves,7dXXZTESEoAUB316nR7E9T,Franz Emerald,0.178,0.222,9,-20.304,0,0.0381,0.377,0.884,0.119,0.0332,73.397
257,Halvmåne,5YXN6JEpHIGcskwqrDzi9g,Månvarv,0.18,0.0368,2,-30.931,1,0.0395,0.829,0.886,0.102,0.119,75.614
258,Phaedra,6GEYh8JguL5MIh5Uz5h0zL,Arlette Leduc,0.0843,0.00408,0,-31.801,1,0.042,0.972,0.854,0.109,0.04,76.94
259,Eyes of Redemption,4sgncJrSzijkzs0oEEyOcn,Dolores Fernel,0.126,0.00567,2,-36.018,1,0.0435,0.993,0.82,0.104,0.158,67.178
260,Sogno Illuminum,2XwakW5X0FkLa7xGfgDwot,Enchanted Feel,0.245,0.00496,0,-35.992,1,0.0412,0.992,0.881,0.101,0.0635,70.336
261,Endless Nights,1khJhtT78fpUbjiZCH1rLV,Devansh Tushar,0.163,0.0145,2,-29.973,1,0.0508,0.96,0.951,0.0917,0.039,131.103
262,Sylarna,3qbZGh0o76ZCq2dI32cF9o,Ström,0.0726,0.116,6,-25.31,1,0.0461,0.886,0.877,0.0998,0.0374,65.705
263,In Bloom,1ve6TCi0O78ypM3pyeXyYy,Pim Miles,0.149,0.0765,11,-25.598,1,0.042,0.852,0.813,0.0894,0.0367,65.404
264,Underbart,7JNSH4PQVgd3BMrEyfXXsO,The 2 Inversions,0.188,0.139,10,-21.075,1,0.0415,0.985,0.768,0.104,0.0367,101.173
265,Breath Of Life,0whxteXpbXv6WUTOfAtmZb,Gavin Luke,0.1,0.196,10,-17.89,0,0.0379,0.812,0.827,0.11,0.0357,87.955
266,Hibernation,1mYTROYR85RaiaVEtQztis,Hushed,0.266,0.0205,3,-29.372,1,0.0358,0.928,0.907,0.113,0.107,69.839
267,Moments,0UtZUu5j2Ye9QDxWyhReTx,IFEELU,0.121,0.0485,8,-27.125,1,0.0366,0.927,0.945,0.154,0.0688,80.794
268,Shimmer in the Morning,0oZcBTfv9wd9Oh2JBicCmz,Sola Vimi,0.204,0.0308,7,-29.613,1,0.0483,0.975,0.966,0.102,0.0367,35.862
269,Malam Damai,6D70aCXcWTHKQwKF0UwEXK,Danyel Varda,0.114,0.0214,2,-30.171,1,0.0327,0.966,0.935,0.0974,0.0532,76.659
270,Desiderio,0wOCx6BAKo9ZSpejgL8C2Y,Artemio Li Fonti,0.0701,0.00432,9,-34.881,1,0.0419,0.988,0.877,0.0891,0.136,76.644
271,Sleep Hibernation,0ek2PwrDkUWRqoaTq6WKDj,Moon Laika,0.142,0.013,7,-33.299,1,0.0428,0.984,0.909,0.0994,0.0708,72.917
272,Purpose,5GzuDxMuqENSCZ61rb3Zex,Yonatan Awate,0.133,0.0192,8,-32.007,1,0.0481,0.942,0.779,0.106,0.0388,68.208
273,Muer,1InzFeMtTWJIWBIfcvVwMu,Emmeline Ralph,0.178,0.00853,5,-33.508,1,0.0401,0.94,0.768,0.114,0.0381,68.81
274,Arriving,730JGpAFz7uj2i53ySidzR,Arctic Pulse,0.171,0.118,2,-25.36,1,0.0337,0.861,0.871,0.0932,0.0539,78.303
275,Orbital,2sqE9z7rJlzV5ZgieeUatU,Matter and Energy,0.202,0.112,0,-20.236,1,0.0422,0.991,0.84,0.0769,0.0368,89.581
276,Colors,1DuxD8wBMdWvovBVcYkWwN,Norrona,0.148,0.0336,0,-27.172,1,0.0444,0.929,0.876,0.118,0.0756,70.863
277,First Light,2cORfXMu4qiWSzMXftcdII,Leon White,0.268,0.018,11,-29.319,1,0.0389,0.975,0.87,0.108,0.0793,62.351
278,Suilven,3mNYWG8IAA5pCcPzuZ3jnU,Keeva Craig,0.105,0.00306,8,-36.793,1,0.041,0.993,0.798,0.119,0.148,70.214
279,Sunset,4gpqUShgtvlOZbtcVLjBM0,Vera Martin,0.0646,0.00223,7,-29.924,1,0.0489,0.991,0.92,0.0903,0.126,64.568
280,Teach Me,1yie0sbCLfoPN3NJq7oASy,Kalea Jeffery,0.172,0.027,10,-34.552,0,0.0383,0.935,0.948,0.0765,0.111,70.518
281,Lucerne,023i4Phiw266d2OaRbudOg,Lorah Weber,0.152,0.00429,10,-35.19,1,0.0439,0.994,0.88,0.109,0.106,137.327
282,Waves,2Qmg0oyUxivJVhVxbXEZcO,Opus Monik,0.0723,0.101,3,-22.677,1,0.0498,0.783,0.895,0.102,0.0319,79.804
283,Autumn Forest,4rYbGAvD3Es5dOulUhAviv,Park Leaf,0.424,0.0191,10,-26.825,1,0.0363,0.905,0.895,0.0812,0.0389,130.1
284,Assonnato,4SO82a7foP5oVqb9cspxd5,Rebekah Bolton,0.0792,0.00755,9,-34.215,1,0.04,0.983,0.81,0.0964,0.0488,72.227
285,Covering the Sun,1IUe9CBv83sg56rTorIVLp,Sleepy Clouds,0.16,0.0125,0,-30.44,0,0.036,0.98,0.956,0.122,0.106,66.597
286,Appreciation,70w16KjhO0HQz6eqllKYJo,Vishal Casey,0.206,0.0132,7,-30.649,1,0.0406,0.99,0.974,0.108,0.0872,74.014
287,Out of time,0JJCzXYsTdoGIKjEadzwke,Stray Winds,0.492,0.0337,0,-28.948,1,0.0322,0.935,0.865,0.109,0.0935,100.017
288,दुनिया के सपने,7wKteYGjLxGYGYw45SFCS0,Raku-Nu,0.137,0.0308,5,-30.158,1,0.0411,0.936,0.953,0.126,0.0389,83.557
289,Easy Mind,3uGD7qaTWdiIDQZxnKOXr2,Alma Meris,0.108,0.0542,2,-27.823,1,0.0397,0.84,0.865,0.11,0.035,78.69
290,Waiting,5C82nGiLNRRgAjfMH1pNC3,Juno Reed,0.145,0.00226,5,-38.605,1,0.0499,0.967,0.861,0.101,0.0491,69.699
291,Convince Me,2Voua6X82CCcgADavNaBwo,Aysha Mathis,0.177,0.0032,2,-37.795,1,0.0472,0.973,0.913,0.106,0.125,69.613
292,Léas,58VrQRlGE6ZmTMhOtIGPct,Andy Kamman,0.157,0.0134,0,-31.681,0,0.0426,0.975,0.835,0.127,0.0379,78.107
293,embrace,0gRNSWEe6X27ggYGdqDT2r,Kamryn Freeman,0.134,0.00134,0,-46.847,1,0.0409,0.985,0.841,0.107,0.097,66.84
294,This Space,6127NAkQKvpHxsQ7QS3bsm,Rubicon Fray,0.0749,0.00598,8,-30.745,0,0.0369,0.978,0.895,0.109,0.0373,69.52
295,Hypnosis,6xhwbnVSG3DeLM6oZau2Mr,Benjamin Martins,0.202,0.00172,2,-35.595,1,0.0408,0.952,0.853,0.111,0.0378,135.5
296,Acércate,6cCJLQydZi0hOugxKQPZUZ,Pearl Melendez,0.148,0.00571,9,-35.191,1,0.04,0.983,0.821,0.104,0.0521,138.736
297,Supernova,5KBswDWzbvbe6o0cyQA788,Adrian Coly,0.191,0.00188,5,-30.14,1,0.037,0.968,0.928,0.111,0.0281,68.899
298,Sólarupprás,48rbuSnk3BZz6wp97B6zOx,Einingu,0.0747,0.00257,2,-40.12,1,0.0429,0.99,0.898,0.0836,0.0634,76.986
299,Compassion,6nnm67RIWF9sSl0mGY3PHM,Mindful Changes,0.199,0.00384,5,-35.503,1,0.0368,0.992,0.888,0.0947,0.0384,65.216
300,Volare,0eLjghxjAToU8mKhUqx4LX,Luca Magliano,0.251,0.00258,6,-38.39,1,0.0387,0.994,0.917,0.114,0.158,67.928
301,Aurora,6LTIZenP15l2VvkvPF2lFM,Chandeller,0.0752,0.0139,3,-32.816,1,0.0366,0.935,0.872,0.128,0.0748,78.757
302,My Horizon,0IeAKzoK78YpLGWn8wCQV8,Collected Dreams,0.124,0.00992,5,-30.695,1,0.0509,0.989,0.962,0.115,0.0392,70.972
303,Moving Silence,08Mk6wrJu3giNbV2oy6Vv8,Spirits Of Our Dreams,0.328,0.0746,0,-23.439,0,0.0323,0.969,0.862,0.117,0.0395,74.077
304,Aion,0ssdj7toIUWMGFmMVMW7Ge,O.A.S.,0.191,0.0469,3,-26.738,1,0.0409,0.964,0.958,0.0943,0.0306,70.141
305,Lyrae,7ezPWKIAQvCztMhiHRQPuJ,Leny Bhoelai,0.0639,0.0592,4,-27.195,1,0.0452,0.971,0.958,0.0799,0.0383,66.849
306,Senses,0i4MTSz232OEJ6m1WURbzJ,Somnum Magnam,0.145,0.0592,11,-28.526,0,0.0366,0.964,0.915,0.0888,0.0717,140.234
307,Oscitancy,64CajkmsGoNAefmvK8pYpY,Didio Carrión,0.184,0.0356,6,-31.229,0,0.052,0.992,0.934,0.0954,0.0479,69.619
308,Pillowside,1WyylIAlMzZMKQYEQXyXRr,Bliss Phenomena,0.161,0.0443,7,-28.872,1,0.0403,0.945,0.806,0.107,0.0391,64.398
309,Večeras,7aYv33i1kUIlBcTMJPUzFm,Judi Khan,0.154,0.00356,5,-36.026,1,0.0421,0.984,0.801,0.0981,0.0634,70.616
310,Stillness,6cn3ydXeMViI9FKbvU5yC6,Juliana Stipe,0.224,0.00318,1,-42.013,1,0.0479,0.995,0.879,0.113,0.0561,68.452
311,Shimmering Waters,2liNwtjwCH7i4OzoXsBupN,Tom Vode,0.163,0.0841,4,-25.87,1,0.0325,0.881,0.844,0.0968,0.0383,93.791
312,Shimmering,0rx9Y48vxNiAD923B5LLfh,Mind Explorer,0.131,0.115,8,-23.782,1,0.0438,0.918,0.957,0.103,0.0528,90.087
313,Rivers,5ymF1YOLVmBCuu4sl7lgNF,Howling Winds,0.121,0.0647,5,-28.329,1,0.0434,0.989,0.957,0.0902,0.0304,73.271
314,Trust the Universe,4P7LF3ktiDORMF1coYTf66,Chama Wijnen,0.173,0.00826,7,-32.053,1,0.0369,0.993,0.902,0.0904,0.115,72.312
315,Månsken,1XevHoke55cIgL4v7nzYiL,Månvarv,0.185,0.0324,4,-31.327,1,0.04,0.912,0.674,0.102,0.0649,74.135
316,Will you be there when I wake up,0MrDqmqbP0xS9sGedtiuAC,Gemma Casimaty,0.187,0.0911,0,-28.802,1,0.0489,0.944,0.921,0.104,0.359,66.282
317,On Plateau,5SpQc9ByjLPrycqSBdPRKU,"Suso Saiz,Suzanne Kraft",0.0964,0.0488,2,-26.338,1,0.0471,0.957,0.822,0.1,0.063,73.73
318,"El Chakra Del Corazón, Anahata - Om En La Clave De F",0ODALQinASCloaogj0xgAF,Musica Para Meditacion Profunda,0.156,0.11,0,-24.097,1,0.0412,0.99,0.991,0.104,0.0382,68.262
319,Wacht op mij,5tc7QNc9sOFQoE2ty3H4TJ,Cyrano Brussee,0.148,0.0496,5,-26.249,1,0.0442,0.976,0.929,0.0839,0.0398,71.858
320,Underwater,0u0KxbP1xdr7HKOtq3LkTp,Clouds of Calm,0.231,0.0816,10,-20.785,1,0.0397,0.976,0.917,0.106,0.0588,131.617
321,Rebirth,2KCD0Kx46ftF8quaA1I0cP,Lou D'Audrey,0.241,0.043,8,-24.347,1,0.0399,0.966,0.874,0.108,0.0711,68.391
322,New Mantra,2bWcIXdN5tLko8ERJVh60p,Joseph Beg,0.139,0.209,5,-23.072,1,0.0411,0.811,0.755,0.079,0.0378,142.436
323,Peace Of Mind,4v8uzYnHfHI4ppZLTqouhp,Xiaoming Chu,0.129,0.0204,0,-30.283,1,0.0456,0.962,0.943,0.097,0.0468,82.747
324,It Matters,0oCxeVzo0X6D0MIgB3c6Bj,Mikael Arvo,0.181,0.0202,9,-31.597,1,0.0409,0.979,0.961,0.0786,0.0368,72.071
325,Gahari,0vCB3eNnNzQVsJn8H1NdYp,Lo Amber,0.185,0.0132,5,-32.25,1,0.0438,0.901,0.908,0.0934,0.0337,69.433
326,Deep Eyes,3HBzTLiE1KmE0jcxZaYmVe,Mikael Arvo,0.161,0.0589,6,-27.08,1,0.0461,0.973,0.918,0.133,0.038,77.531
327,Nebula,3Iy6ZS7a2MYK90Z9Cmmfjp,Tejal Yann,0.0663,0.0975,5,-24.311,0,0.0479,0.993,0.984,0.117,0.0332,72.508
328,Final Feliz,27LnREBusAgOoIreyVaOgL,Shah Feryan,0.101,0.0509,2,-32.831,1,0.0399,0.989,0.921,0.0913,0.1,83.025
329,Slow Crossings,0XTfWo6Sk5AUm3hww2ELuE,Shibb,0.219,0.0667,7,-24.038,1,0.0415,0.961,0.97,0.0914,0.108,65.759
330,Reinstatement,4BbjIfCfHRMnqfrzLNaYsx,Crystalsong,0.143,0.0764,2,-27.323,0,0.0368,0.937,0.949,0.0964,0.0384,73.472
331,Heep Harmonics,1RHWGw5ul3yBqNHpNqZcck,Don Salfva,0.256,0.13,0,-21.599,1,0.0409,0.963,0.82,0.0645,0.0335,90.353
332,Aerofoil,0nqtOf7OZfOIKgv2ejTb6P,Ammachi,0.2,0.189,4,-22.053,1,0.0422,0.905,0.728,0.101,0.176,140.192
333,Piazzale Mauna,0LKKLpXYCrS4cJLoWELHZs,Il Sognatore,0.173,0.148,7,-21.697,0,0.0367,0.891,0.826,0.197,0.0389,126.383
334,Illuminous,4BF3edqOaAcQiavsuigQq9,Bliss Phenomena,0.203,0.0247,2,-27.602,1,0.0367,0.958,0.798,0.0759,0.0398,76.907
335,Serene,5B1bNtPY2jCZq87yuH4dDk,Claude Sabatier,0.144,0.144,0,-22.955,1,0.0393,0.899,0.877,0.0751,0.0371,77.582
336,ojala,18c1ez8UUWpuN4soILf5J5,Ezechiel Almonte,0.249,0.0215,7,-28.614,1,0.041,0.974,0.877,0.108,0.0551,128.105
